Total Pressure [bar],Feed_yCO2,Feed_yCH4,partial_pressure_CO2 [bar],partial_pressure_CH4 [bar],IAST Loading CO2 [mmol/g],IAST Loading CH4 [mmol/g],Selectivity_CO2_CH4,Adsorbed_xCO2,Adsorbed_xCH4
2.0,0.92,0.07999999999999996,1.84,0.15999999999999992,1.5758320162185544,0.03730418125252687,3.6732845052387915,0.9768747478910903,0.02312525210890981
3.0,0.92,0.07999999999999996,2.7600000000000002,0.23999999999999988,2.1984787194303133,0.050987732439741265,3.749373690722372,0.9773334105972757,0.022666589402724147
4.0,0.92,0.07999999999999996,3.68,0.31999999999999984,2.7403650166779423,0.062324015764421634,3.823447626459589,0.9777627788730774,0.022237221126922613
5.0,0.92,0.07999999999999996,4.6000000000000005,0.3999999999999998,3.216482096817507,0.0717952383391039,3.895719296234963,0.9781663068465956,0.021833693153404443
6.0,0.92,0.07999999999999996,5.5200000000000005,0.47999999999999976,3.638280613646292,0.07976403457443575,3.9663518647411458,0.9785467787180536,0.021453221281946377
7.0,0.92,0.07999999999999996,6.44,0.5599999999999997,4.0146727793758865,0.08650820498680194,4.035478263230115,0.9789065136806575,0.02109348631934249
8.2,0.92,0.07999999999999996,7.544,0.6559999999999996,4.416227209185327,0.09328569918283816,4.116598371287241,0.9793135753066077,0.020686424693392214
1.0,0.93,0.06999999999999995,0.93,0.06999999999999995,0.8611012360560543,0.018026587444938957,3.595470952506746,0.9794949187557838,0.02050508124421635
2.0,0.93,0.06999999999999995,1.86,0.1399999999999999,1.5912935098444168,0.03259641283522621,3.674477339464546,0.9799269566366681,0.020073043363331933
3.0,0.93,0.06999999999999995,2.79,0.20999999999999985,2.2191310714786665,0.044528315259394255,3.751127119867248,0.9803290567828936,0.019670943217106385
4.0,0.93,0.06999999999999995,3.72,0.2799999999999998,2.765098751449215,0.054401377833847804,3.8257434050719747,0.9807053111050288,0.019294688894971213
5.0,0.93,0.06999999999999995,4.65,0.34999999999999976,3.2444583202725106,0.06264049151806661,3.898541252108976,0.981058778378578,0.018941221621421978
6.0,0.93,0.06999999999999995,5.58,0.4199999999999997,3.668853792656196,0.06956477803267325,3.9696854252743137,0.9813919236925215,0.018608076307478516
7.0,0.93,0.06999999999999995,6.510000000000001,0.48999999999999966,4.047338696029137,0.07541842165001278,4.039310155402324,0.9817067997223012,0.018293200277698762
8.2,0.93,0.06999999999999995,7.6259999999999994,0.5739999999999995,4.450885168774226,0.08129382806424892,4.121012260623661,0.9820629705664853,0.017937029433514717
1.0,0.94,0.06000000000000005,0.94,0.06000000000000005,0.8698632258702226,0.015439911296957778,3.5960818402469927,0.9825597463188,0.017440253681199946
2.0,0.94,0.06000000000000005,1.88,0.1200000000000001,1.6067226485239003,0.02790151639345237,3.675669929662494,0.9829309287160434,0.017069071283956627
3.0,0.94,0.06000000000000005,2.82,0.18000000000000016,2.239722633728316,0.03809368161334897,3.7528800871809374,0.9832762276058968,0.016723772394103276
4.0,0.94,0.06000000000000005,3.76,0.2400000000000002,2.7897408717863184,0.04651692207262185,3.828038450313502,0.9835991910984466,0.016400808901553376
5.0,0.94,0.06000000000000005,4.699999999999999,0.30000000000000027,3.2723116991166488,0.05353795705843066,3.9013621548936768,0.9839024722723028,0.016097527727697236
6.0,0.94,0.06000000000000005,5.64,0.3600000000000003,3.69927358521469,0.05943186551286385,3.9730175693990186,0.9841882088681996,0.015811791131800423
7.0,0.94,0.06000000000000005,6.58,0.4200000000000004,4.079821957619437,0.06440888834267913,4.043140228133174,0.9844581803628447,0.015541819637155396
8.2,0.94,0.06000000000000005,7.707999999999999,0.4920000000000004,4.485327425781733,0.0693983234695313,4.125423799155039,0.9847634462994967,0.01523655370050314
1.0,0.95,0.050000000000000044,0.95,0.050000000000000044,0.8786153396003112,0.012857065426962112,3.596692641352537,0.9855777191145151,0.014422280885484917
2.0,0.95,0.050000000000000044,1.9,0.10000000000000009,1.6221195262213404,0.02321944785729418,3.676862276445851,0.9858877421473002,0.014112257852699761
3.0,0.95,0.050000000000000044,2.8499999999999996,0.15000000000000013,2.26025364737148,0.03168371746684701,3.75463259345078,0.9861760107614974,0.013823989238502588
4.0,0.95,0.050000000000000044,3.8,0.20000000000000018,2.8142918279799884,0.0386704319673319,3.8303327630369473,0.9864455157678651,0.013554484232134898
5.0,0.95,0.050000000000000044,4.75,0.2500000000000002,3.3000429415109456,0.0444872883399184,3.9041820054019944,0.9866984941733051,0.01330150582669487
6.0,0.95,0.050000000000000044,5.699999999999999,0.30000000000000027,3.729540993390237,0.04936479818422286,3.9763482977998,0.9869367481205041,0.013063251879495863
7.0,0.95,0.050000000000000044,6.6499999999999995,0.3500000000000003,4.112123885324124,0.05347893710562176,4.046968481896868,0.9871617772060112,0.01283822279398883
8.2,0.95,0.050000000000000044,7.789999999999999,0.4100000000000003,4.519555705472368,0.05759829844600467,4.129832987038502,0.987416132732983,0.012583867267017101
1.0,0.96,0.040000000000000036,0.96,0.040000000000000036,0.8873575942189537,0.01027804147491612,3.5973033561589305,0.9885498736166249,0.01145012638337517
2.0,0.96,0.040000000000000036,1.92,0.08000000000000007,1.6374842364552145,0.01855016342758541,3.67805438041802,0.9887984431791405,0.01120155682085966
3.0,0.96,0.040000000000000036,2.88,0.1200000000000001,2.280724352251739,0.02529830953565835,3.756384639450951,0.9890294618717885,0.010970538128211471
4.0,0.96,0.040000000000000036,3.84,0.16000000000000014,2.8387520673696414,0.030861692615324024,3.8326263440803814,0.9892453496544825,0.01075465034551748
5.0,0.96,0.040000000000000036,4.8,0.20000000000000018,3.3276527503233173,0.035488141638673504,3.907000804433246,0.9894479170576852,0.0105520829423148
6.0,0.96,0.040000000000000036,5.76,0.2400000000000002,3.7596570109093306,0.03936308182751461,3.9796776111431478,0.989638622364022,0.010361377635977997
7.0,0.96,0.040000000000000036,6.72,0.28000000000000025,4.144245788291485,0.04262790671374945,4.050794917165907,0.9898186786086709,0.01018132139132899
8.2,0.96,0.040000000000000036,7.871999999999999,0.32800000000000024,4.553571715930567,0.04589287580964374,4.134239824442881,0.9900221265118425,0.009977873488157485
1.0,0.97,0.030000000000000027,0.97,0.030000000000000027,0.8960900066118803,0.007702831149215907,3.5979139849966035,0.991477215986467,0.008522784013533014
2.0,0.97,0.030000000000000027,1.94,0.06000000000000005,1.6528168723038457,0.01389361957106672,3.6792462421728356,0.9916640474522737,0.008335952547726233
3.0,0.97,0.030000000000000027,2.91,0.09000000000000008,2.3011349868776887,0.018937345276153126,3.7581362259426827,0.9918376056583664,0.008162394341633572
4.0,0.97,0.030000000000000027,3.88,0.1200000000000001,2.8631220343725143,0.023090490705484697,3.834919194267612,0.9919997261099612,0.008000273890038878
5.0,0.97,0.030000000000000027,4.85,0.15000000000000013,3.3551418231831525,0.026540176092915306,3.909818552773398,0.9921517824270298,0.007848217572970162
6.0,0.97,0.030000000000000027,5.82,0.18000000000000016,3.789622623248064,0.029426226778335233,3.983005510095356,0.9922948807585606,0.007705119241439351
7.0,0.97,0.030000000000000027,6.79,0.2100000000000002,4.1761889637806355,0.03185514258975928,4.054619534411323,0.9924299408978308,0.007570059102169346
8.2,0.97,0.030000000000000027,7.953999999999999,0.2460000000000002,4.587377148274246,0.034281188012477,4.138644311551321,0.9925824919286397,0.007417508071360434
1.0,0.98,0.020000000000000018,0.98,0.020000000000000018,0.9048125935799497,0.005131426224727342,3.59852452819116,0.9943607231730267,0.005639276826973183
2.0,0.98,0.020000000000000018,1.96,0.040000000000000036,1.66811752641092,0.009249773015726402,3.680437862294852,0.9944855411102338,0.005514458889766205
3.0,0.98,0.020000000000000018,2.94,0.06000000000000005,2.321485788436268,0.01260071287566443,3.7598873536745927,0.994601437063887,0.005398562936113072
4.0,0.98,0.020000000000000018,3.92,0.08000000000000007,2.8874021705122654,0.015356614499477738,3.837211314409023,0.9947096484286704,0.005290351571329621
5.0,0.98,0.020000000000000018,4.9,0.10000000000000009,3.3825108525349745,0.017643053669286254,3.9126352511966402,0.9948111014512923,0.005188898548707743
6.0,0.98,0.020000000000000018,5.88,0.1200000000000001,3.8194388077217933,0.019553747871869066,3.9863319953087775,0.9949065418625577,0.0050934581374423304
7.0,0.98,0.020000000000000018,6.859999999999999,0.14000000000000012,4.207954697299157,0.02115999671939263,4.058442334104392,0.9949965895346088,0.0050034104653913225
8.2,0.98,0.020000000000000018,8.036,0.16400000000000012,4.6209736768648035,0.022762377012434522,4.1430464485594864,0.9950982621000973,0.0049017378999026695
1.0,0.99,0.010000000000000009,0.99,0.010000000000000009,0.9135253718411022,0.0025638185409068972,3.5991349860633832,0.9972013439653864,0.0027986560346136002
2.0,0.99,0.010000000000000009,1.98,0.020000000000000018,1.6833862909908242,0.004618580746311811,3.681629241359221,0.9972638818621662,0.0027361181378338095
3.0,0.99,0.010000000000000009,2.9699999999999998,0.030000000000000027,2.341776992805772,0.006288301243130065,3.7616380233829276,0.9973219223251297,0.0026780776748702717
4.0,0.99,0.010000000000000009,3.96,0.040000000000000036,2.911592914447035,0.00765985381341912,3.839502705304404,0.9973760909309737,0.002623909069026431
5.0,0.99,0.010000000000000009,4.95,0.050000000000000044,3.409760525691202,0.008796439129895693,3.9154509004646276,0.9974268560622461,0.0025731439377538745
6.0,0.99,0.010000000000000009,5.9399999999999995,0.06000000000000005,3.8491065335736647,0.00974516438841337,3.9896570674290808,0.9974745947366778,0.0025254052633222335
7.0,0.99,0.010000000000000009,6.93,0.07000000000000006,4.23954426273854,0.010541827568247683,4.062263316712532,0.9975196202278607,0.0024803797721393295
8.2,0.99,0.010000000000000009,8.117999999999999,0.08200000000000006,4.654362959513787,0.011335594145476626,4.147446235676718,0.9975704400927089,0.002429559907291101
